관광지,전체내용
죽서루,"죽서루 : 강원도 삼척시 성내동에 있는 조선시대의 누각. 보물 제213호. 정면 7칸, 측면 2칸, 팔작지붕. 예로부터 관동팔경의 하나로 꼽히는 죽서루.죽서루는 삼척시의 서쪽을 흘러지나는 오십천이 보이는 절벽에 위치하고 있습니다.입구를 지나 들어서면 바로 계단 너머에 죽서루가 보입니다. 오죽헌의 검은대나무 얘기를 많이 들었는데 강원도를 다니다보면, 검은대나무가 꽤 많이 보입니다.주소 강원도 삼척시 성내동 9-3 전화번호033-570-3670이용시간09:00~18:00"
죽서루,기암절벽 위에 정자 : 정자 내부를 들어가도 좋습니다. 루 라고 이름붙은 전국의 정자들이 대개 그렇지만 조금 떨어진 곳에서 바라보는 게 더욱아름답네요. 어쩜 이리 전망좋은 곳에다가 만들어두었는지 선조들의 지혜랄까요.신발은 벗고 들어가세요.
구곡폭포,폭포 물줄기와 빙벽이 장관입니다 : 겨울철에는 물줄기가 얼어붙어 빙벽이 되기 때문에 빙벽 타는 사람들이 몰려들고 봄 여름 가을철에는 시원한 폭포 물줄기로 장관을 이루는 곳입니다 근처에 강촌역이 있어 교통도 편리해요
구곡폭포,강촌에 있습니다 : 입장료는 있지만 2000원 정도 춘천시민은 춘천사랑상품권으로 돌려주네요. 걸어서 15분이라고 했지만 상당히 멀게 느껴지는 곳입니다. 비 오고 바로 가야 멋진 폭포를 볼 수 있구요 평상시 물줄기는 그리 크지 않습니다. 걷는 길에 멋진 산책로가 있어 산책하며 걷는 운치가 좋습니다
구곡폭포,물보라와 빙벽이 멋있는곳 : 한여름에는 차가운 물보라와 숲그늘이 있어 시원함을 느끼게하고 겨울에는 폭포물이 얼어붙어 거대한 빙벽이 되어 전국 각지에서 빙벽을 타기위해 많은 사람들이 방문하고 있어요한번쯤 꼭 가보세요 좋아요
천은사,조용하고 아름다운 소박한 느낌의 절 : 성삼재 주차장으로 향하는 길에 있는 이 절은 아침에 방문하면 절앞의 저수지에서 피어오르는 물안개가 너무나도 아름답다 화려하지 않지만 오래된 이 절에는 수많은 이야기가 전해진다 절을 빙도는 산책길은 소나무 대나무가 있는 숲으로 특별한점은 흔히 볼수없는 야생차나무를 곳곳에 볼수있다
천은사,"소담합니다. : 화엄사를 보고 가면 조금 밍밍할 수 있으니, 화엄사 전에 가시길 추천드립니다.  그러나, 이곳을 가는 길도 시원한 계곡과 정취가 너무 좋습니다."
천은사,한적해서 좋아요 : 지리산 가는 겸 들려본 곳인데 입장료가 조금 아쉽긴 하지만 경치가 정말 좋았어요. 지리산이 주는 매력이 상당한 곳입니다. 부모님과 함께 가기도 좋은 것 같아요
천은사,탬플스테이 중입니다 : 정말 작고 조용한 절입니다. 탬플스테이도 잘 되어 있어서 아주 쾌적하게 묵고 있습니다. 너무 나도 만족스러워요. 천은사 너머로 차타고 계속 올라가면 지리산 노고단이 나오는데 거기도 경치가 좋습니다
천은사,"절은 좋은데 이미지를 망친 곳입니다. : 구례에서 성삼재로 넘어가기 도로에 있는 아름다운 절인데, 통행하는 관광객들에게 무차별적으로 입장료를 받아서 문제가 되고 있는 절입니다. 그러나 시간을 내서 절을 둘러본다면 아름답고 한적한 절이며, 지리산 노고단을 바라볼 수 있는 멋진 풍경도 기억에 남습니다. 건물의 현판 글씨도 아름답고... 아무튼 좋은 곳입니다. 입장료도 강제로 내셨으니 둘러보시면 좋아요. 절 입구의 시원한 감로수도 한 잔 드시구요."
천은사,"한적한 지리산 중턱의 사찰 : 지리산 오르는 길에 기대 않고 들렀는데 분위기가 조용하고 지리산 줄기가 절을 감싸는 느낌이 좋았어요. 주차장 넉넉하고요, 입장료를 징수하는 것은 좀 아쉬웠어요."
천은사,"고즈넉한 천은사~ : 구례 많은 사찰이 있지만, 화암사의 웅장함과 비교되는 정갈함과 고즈넉한 천은사~이른 아침시간 조용히 산책하면 마음이 편해집니다"
천은사,좋아요 : 어차피 지리산은 오르지 않기로 했기때문에차로 이동하며 갈수있는곳을 찾아 다니던중 사찰을 발견했는데매표소가있어 돈을 받더라구요첨엔 안들어 갈려고 하다가어머니가 불교신자이셔서 입장하여이곳저곳 둘러보았는데잘 들어왔다는 생각이 드네요
천은사,"한번쯤 둘러보기 좋아요. : 화엄사, 쌍계사와 더불어 지리산의 대표적인 절 중에 하나입니다. 아담하고 잠시 둘러보며 산책하기 좋아요."
천은사,샘 천 숨을 은 천년고찰 천은사입니다. : 구례에서 지리산 노고단으로 올라가는 지방도로를 가다 보면 말도 많고 탈도 많은 매표소가 나오는데 이 문제의 매표소가 천은사 문화재 관람료를 받고 있습니다. 매표소 지나서 바로 좌회전을 하면 천은사 입구입니다. 천은사 입구의 감로수로 목을 축이고 예쁜 돌길을 따라 천은사의 보제루에서 지리산 노고단 자락의 산세를 보고 있으면 이 절이 멋진 절이라는 걸 알게 됩니다. 이왕 관람료도 냈으니 천은사에 들러 한숨 돌리고 지리산으로 오르는 것도 좋을 것 같습니다.
해신당공원,"생각보다 넓은 공원이예요. : 실내의 전시공간은 그냥 전설을 알아보는 정도로 패스하면 좋고,너무 덥지 않은 봄 가을에 예쁜 바다를 보는 코스로 생각하면 더 좋습니다. 바다 아래로 내려가는 길이 있는데, 내려가서 아이들과 돌에 붙어있는 작은 고동들을 따는 재미도 있어요.삼척에서 본 바다풍경 중 가장 예뻤습니다."
해신당공원,(가족단위 방문제외) 꼭 가세요 : 삼척에서 제일 재밌었다. 전설과 연관이고 나발이고 일단 고추 상이 겁나 많은데 여기서 여러 사진을 찍으며 재밌게 놀 수 있다. 남자인 친구들끼리 가면 낄낄댈 건 말할 것도 없고 연인이 가도 마치 러브랜드 이런 곳에 간 것 마냥 서로 재밌게 다닐 듯. 다만 가족은 모르겠다. 찍어도 어디 올리기는 민망하긴 함
해신당공원,"정말 다 그거 같이 생겼어요 : 공원을 이루고 있는 거의 모든, 사소한 모든 것들이 해신을 위해(?) 만들어져 있어서 깜짝놀랐습니다.조금 민망한듯 재미있습니다."
해신당공원,조금 부끄럽지만 : 성 박물관? 겸 공원이라고 할 수 있습니다. 가족끼리 이용하기는 좀 민망스러운? 하지만 친구들끼리 가면 웃기고 좋을듯 ㅎㅎㅎ
해신당공원,"어메이징 콕 파크 : 해신 당에 도착하는 것은 농담이 아닙니다. 서울에서 버스를 통해 3 시간 동안 이동하고 삼척에서 하차하십시오.거기에서 시내 버스를 타십시오. 24 번, 해신 공원 버스 정류장에서 하차공원 입구는 3,000 원입니다.공원 자체에는 하이킹 코스가 좋습니다."
해신당공원,재미있는 : 공원은 나무와 ciment와 같은 다양한 재료로 만들어진 여러 phallic 동상과 함께 매우 좋고 잘 유지됩니다. 일부 조각품은 아주 복잡합니다. 공원에서의 경치는 아름답습니다. 가장 흥미있는 일부는 낚시 박물관이었다.
해신당공원,"여행의 가치가있는!! : 신남 마을에서는 동해에서 택시로 쉽게 여행 할 수있었습니다.공원은 바다가 내려다 보이는 절벽에 위치하고 있으며, 매우 쾌적한 곳입니다.sculpures의 수와 다양성은 놀랍게도 재미 있습니다, 우리는 많은 재미를 보았습니다.낚시 마을 민속 박물관을 방문 할 시간이 있다면.광범위한 방문에는 약 1 시간 30 분이 소요됩니다."
해신당공원,"마감일을 확인하십시오 !! : 우리는 서울에서 세계적으로 유명한 (또는 buzzfeed 악명 높은) Penis 공원을 방문하기 위해 3 시간을 운전했다. 우리가 나타 났을 때 거기에 도착하기 위해 3 대의 버스를 가져 갔던 어린 영국의 백 패커의 또 다른 그룹이 있었다. 그리고 우리는 공원이 폐쇄 된 것을 발견하기 위해 모두 실망했습니다. 매월 18 일에 종료되지만, 주말이나 공휴일로 인해 변경 될 수 있습니다. 우리는 이것을 알 수있는 방법이 없었고 TA 나 한국의 관광 정보에서 그것을 보지 못했습니다.우리는 바닥에있는 해변으로 걸어가 물을 즐기지 만 어촌과 해변에서 멀리 떨어져있는 것을 조심스럽게 계획하고있었습니다. 우리는 고맙게도 해변까지 갈색 관광 도로 표지판을 따라 차로 20 - 30 분 거리에있는 해변을 발견했습니다."
해신당공원,꼭보아야하지만 재미있는 것은 아닙니다. : 나는 한 곳에서 너무 많은 성기를 본 적이 없다. 그것은 모든 공원이 가지는 것은 아닙니다. 그것은 또한 귀여운 전시회와 페니스가있는 박물관이 있습니다. 즐거운 작은 산책로가 있습니다. 들어가려면 3000 원이 든다. 삼척 버스 터미널에서 24 번 버스를 타면 도착하는데 약 45 분이 걸린다. 나는 버스 운전사에게 보여준이 버스 정류장의 그림을 게시 할 것이다. 버스에서 내리면 해변가 건너편에 바로 있습니다. 날씨가 해변에서의 하루 동안 충분히 좋지 않았기 때문에 나는 오늘 갔다. 그리고 나는 동굴을 벌써 끝내었다.
해신당공원,"페니스를 볼 수있는 재미있는 곳! : 이 곳은 많은 서클에서 세계적으로 유명하며 대부분의 한국에서 완전히 알려지지 않았습니다. 그것은 공식적으로 Haesindang 공원으로 알려져 있지만 실제로 그것은 남근 공원으로 알려져 있습니다.이것은 천박한 불쾌한 장소가 아닙니다. 정말 이상한 초점과 존재 이유가있는 아름다운 공원입니다. 전설은 아름다운 처녀가 바다로 씻겨 졌다고합니다. 물고기가 마을에 오는 것을 막은이 비극에 대응하여. 어부들은 매우 화가 나서 물고기가 돌아 오기 위해 무엇을해야하는지 알아 내려고했습니다. 한 남자가이 문제를 숙고하면서 그는 소변을보아야하고 그 앞에서 물을 마셨다. 물고기 학교 돌아왔다! 어부들은 물고기가 계속 돌아 오도록 격려하기 위해 토템을 만들기로 결정했습니다. 한 토템 페니스는 공원이 페니스 동상으로 채워질 때까지 또 하나를 따랐다. 지금은 인기있는 관광 명소입니다. 나는 남자 친구와 사귀었고, 이상하고 재밌을 거라고 생각하는 동안. 정말 이상한 것보다 아름답습니다. 예술적으로 조각 된 페니스가 추가 된 매력적인 장소입니다. 우리는 많은 가족을 보았고 가족의 선택이라고 생각합니다. 그러나 나는 질문하는 작은 사람들을 뒤에 남겨 둘 것입니다! 가는 재미있는 장소이며 아름다운 곳이기도합니다. 당신이 그 지역에 있다면 그것을 놓치지 마라. 게이 커플으로서 나는 그것이 매우 명랑한 친절하다고 언급해야한다."
수타사,축소판 한국 민속촌 : 대명콘도에 왔다가 수타사를 들리게 되었다. 작년에 새로지어진 동산은 수타사 절의 신도와 시가 같이 만들었다고 매점에서 들었다. 저녁오후에 들러 산책도 즐기고 옛날집들 모형도 구경했다. 매점에서는 맛있는 배도 구입했다. 혹시 근처에 들린다면 서너시간 시간을 보내도 좋을곳 같다.
수타사,교육 생태숲 : 수타사를 둘러싼 산들의 모습이 마치 공작이 날개를 편 모양이다. 바로 옆 완만한 계곡 에 청소년 교육장으로 복원한 생태숲은 태마별로 각종 나무들과 늪지를 조성하여 놓았다. 30분 정도 가볍게 산책할 수 있으며 각종 꽃을 배경으로 사진 찍기 좋다. 주차장은 무료이다.
수타사,출장왔다 잠깐 들림 : 아늑하고 아름다운 절입니다.천년고찰이란 수식이 붙어있어어요몇차래 재건했지만요.절입구에 공작산공원이 정말잘 조성되있답니다데이트나 가족소풍으로 다녀오며 좋을거 같아요홍천 필수코스 일듯  ...아 이동네 올갱이해장국 맛나욤
수타사,걷기 좋은 둘레길 : 5살 아이와 걷는데도 부담되지 않을 정도로 완만하고 나무가 우거진 숲길이예요. 얕은 계곡이 있어 잠시 발도 담그고 산소길이라는 이름답게 힐링하고 왔어요
수타사,수타사 아름다운 고즈넉한 절 : 나무숲이 우거진 길을 지나 얕은 계곡을 지나면수타사에 도착할수있음. 길진않지만 걷기 좋은길수타사 경내는 그리 크지 않지만 조용히 머물다 가기 좋은 절
수타사,고즈넉한 사찰 : 크지는 않지만 역사가 있는 고즈넉한 사찰입니다. 저는 비발디파크에서 머물며 다녀왔는데 차로 이동하여 다녀올만합니다. 사람들도 많지 않고 고요해서 마음이 차분해지는 느낌을 받았어요.
수타사,맑은 공기 마시며 산책하기 좋은 곳 : 수타사와 공작산 자연 휴양림이 함께 자리하고 있습니다. 남편과 종종 홍천 드라이브 가서 들르는 곳입니다. 주차는 휴양림 들어가기 전 입구에 하면 되구요. 연꽃 많은 연못 지나서 산쪽 길로 가도 되고 그냥 평지 쪽으로 산책해도 됩니다. 군데군데 정자를 마련해둬서 산책 중간에 쉬었다 가기 좋아요.
